date,Q_sim_m3s,Q_obs_m3s,P_mm,ET_mm,S_total
1958-02-25,0.8705230593736708,0.411,14.3,3.252,218.40368531433762
1958-02-26,1.0010499895270768,0.457,18.0,3.252,228.43190221440227
1958-02-27,1.1051133824284762,0.448,0.0,3.252,222.02623041792373
1958-02-28,1.1470526455466488,0.439,0.0,3.252,216.68232841394027
1958-03-01,1.1311755429703616,0.434,0.8,3.252,212.73898288582342
1958-03-02,1.082638608155743,0.427,0.5,3.252,210.84934619346095
1958-03-03,1.0212465735036949,0.418,0.0,3.252,209.4800314167404
1958-03-04,0.9793993320982538,0.432,7.0,3.252,211.30062435775773
1958-03-05,0.9295234782647877,0.423,0.0,3.252,207.40118092677056
1958-03-06,0.8794414799935111,0.415,0.2,3.252,206.0452558612248
1958-03-07,0.8331509864593034,0.407,0.0,3.252,204.6944017466917
1958-03-08,0.7923734007351683,0.403,1.5,3.252,203.34884887148843
1958-03-09,0.7575295581342092,0.401,2.3,3.252,202.00879299384601
1958-03-10,0.7283434980849696,0.393,0.2,3.252,200.67440042206607
1958-03-11,0.7042072290335044,0.386,0.0,3.252,199.34581233463956
1958-03-12,0.6843937987019992,0.378,0.0,3.252,198.02314845430408
1958-03-13,0.6681755963858118,0.37,0.0,3.252,196.70651017291874
1958-03-14,0.654884664562333,0.363,0.0,3.252,195.3959832095061
1958-03-15,0.6439385150150244,0.356,0.0,3.252,194.09163987145627
1958-03-16,0.6447617375772542,0.356,5.0,3.252,194.27917719113856
1958-03-17,0.6413806297931909,0.349,0.0,3.252,191.80305680083626
1958-03-18,0.6358954939275279,0.342,0.0,3.252,190.51716638040358
1958-03-19,0.6295476987808852,0.335,0.0,3.252,189.23754543891386
1958-03-20,0.6386273390954689,0.336,6.0,3.252,190.29977989234357
1958-03-21,0.6390271013661944,0.329,0.0,3.252,187.1709768440574
1958-03-22,0.6347318373934682,0.323,0.0,3.252,185.90972778047956
1958-03-23,0.6692700984239225,0.33,10.5,3.252,190.81483856121204
1958-03-24,0.6928707391752111,0.324,0.7,3.252,186.6590087182484
1958-03-25,0.756904553297206,0.341,12.5,3.252,193.0346818501044
1958-03-26,0.9782838536994839,1.585,31.8,3.252,214.95452821698507
1958-03-27,1.223152638572457,0.439,8.0,3.252,214.0988276006861
1958-03-28,1.4168293192801846,0.462,5.0,3.252,211.38586152562823
1958-03-29,1.5109954340743763,0.453,0.0,3.252,205.19650998808305
1958-03-30,1.507691918725344,0.444,0.0,3.252,200.0394134163394
1958-03-31,1.4300974087933953,0.435,0.0,3.252,195.82551616138258
1958-04-01,1.3208919139263948,0.426,0.0,3.252,194.57855726848837
1958-04-02,1.2126177641568634,0.439,4.7,3.252,194.56409055660464
1958-04-03,1.1053608620121032,0.431,0.0,3.252,192.34034597420913
1958-04-04,1.0072701285891392,0.422,0.0,3.252,191.1002791396803
1958-04-05,0.9217374841520486,0.413,0.0,3.252,189.86354453252318
1958-04-06,1.024948556534165,3.534,34.19,3.252,214.92493589162325
1958-04-07,1.1767488825572534,0.506,6.3,3.252,213.1357598600971
1958-04-08,1.2786431082862115,0.496,0.0,3.252,206.69516546229693
1958-04-09,1.4282086705460413,4.663,21.8,3.252,219.89936361834452
1958-04-10,1.530023463412195,0.552,1.5,3.252,214.38754856123435
1958-04-11,1.595508508106986,0.602,8.0,3.252,215.47246330133294
1958-04-12,1.702751087207492,5.233,20.0,3.252,226.82057438420208
1958-04-13,1.7536798999647905,0.642,0.0,3.252,219.99083046813263
1958-04-14,1.7676429222961527,0.69,7.5,3.252,220.76895928554433
1958-04-15,1.7708062545120566,1.444,9.6,3.252,223.40364960442528
1958-04-16,1.9224896885522926,12.371,35.69,3.252,248.04586941488927
1958-04-17,2.039860844271726,0.775,0.0,3.252,239.58337726682333
1958-04-18,2.064037682364783,0.759,0.0,3.252,232.87006930946646
1958-04-19,1.9939582019964452,0.744,0.0,3.252,227.340438280361
1958-04-20,1.8512246276565212,0.729,0.0,3.252,222.6121459561105
1958-04-21,1.709068319136835,0.779,8.2,3.252,225.39605343021435
1958-04-22,1.588504261336846,0.817,6.8,3.252,226.5234806652507
1958-04-23,1.4596505326615876,0.805,0.5,3.252,222.12216634121063
1958-04-24,1.3241201166577012,0.794,0.8,3.252,219.26198603341066
1958-04-25,1.2714014685525505,3.299,16.5,3.252,229.21516139423983
1958-04-26,1.2696891220281037,0.916,8.3,3.252,230.8505411617836
1958-04-27,1.250109531180712,0.872,0.0,3.252,225.35097195394488
1958-04-28,1.24252328284131,0.919,8.7,3.252,228.03514302121533
1958-04-29,1.2815754391118552,2.783,13.4,3.252,234.36355832277758
1958-04-30,1.5759353380349046,17.932,50.0,3.252,271.0817965584444
1958-05-01,2.164182960962758,29.77,55.0,3.252,307.83460276107917
1958-05-02,2.694333940719887,1.085,4.3,3.252,298.12151555055203
1958-05-03,3.036042304425424,1.097,3.0,3.252,290.1651891616698
1958-05-04,3.192671533142023,1.139,6.0,3.252,286.8239913022944
1958-05-05,3.1827647317904644,1.145,2.8,3.252,281.852449342144
1958-05-06,3.2216596376287847,14.016,33.3,3.252,303.8627764947486
1958-05-07,3.2518197463040086,4.51,12.0,3.252,305.3790364307413
1958-05-08,3.186579850992807,1.203,0.0,3.252,297.23651487577456
1958-05-09,3.0181917664914417,1.179,0.0,3.252,290.676312526835
1958-05-10,2.7705118962811532,1.155,0.0,3.252,285.1853885362093
1958-05-11,2.4752856457962067,1.132,0.0,3.252,280.4170911802348
1958-05-12,2.179205883496019,1.109,0.0,3.252,278.79963467443724
1958-05-13,1.9351664673188476,1.148,8.2,3.252,281.5007561270813
1958-05-14,1.7755445559400986,2.301,11.5,3.252,286.49786021436245
1958-05-15,1.6807843767283046,1.373,8.5,3.252,288.2631425118627
1958-05-16,1.69808808726006,6.041,20.0,3.252,299.6435296581002
1958-05-17,1.7061016794827661,1.244,0.0,3.252,292.74521983158434
1958-05-18,1.6987367069203436,1.269,6.0,3.252,292.1111008729098
1958-05-19,1.6433874199221465,1.244,0.0,3.252,286.5549445903414
1958-05-20,1.5784983106938513,1.27,6.7,3.252,287.4229782190146
1958-05-21,1.5398547974275925,1.883,10.0,3.252,290.90792625435915
1958-05-22,1.478575384530727,1.283,0.0,3.252,285.4296057280721
1958-05-23,1.388180353940127,1.262,0.7,3.252,281.24846333280533
1958-05-24,1.2876302175753234,1.249,1.8,3.252,279.3634920797561
1958-05-25,1.219899676030474,1.279,8.5,3.252,282.26493409814526
1958-05-26,1.146421699901656,1.254,0.0,3.252,277.4078157354325
1958-05-27,1.074280452482598,1.235,1.0,3.252,275.64338281942423
1958-05-28,1.008674918773411,1.229,3.2,3.252,274.0849526238497
1958-05-29,0.9786374933231812,1.25,8.0,3.252,276.56333037163813
1958-05-30,0.9703840928384876,1.255,5.0,3.252,276.01035311930696
1958-05-31,0.9690347928746343,1.255,4.0,3.252,274.58660504927605
1958-06-01,0.9492700093825092,1.234,0.7,3.252,270.44625051835646
1958-06-02,0.9203273308693007,1.216,1.2,3.252,268.7375383659077
1958-06-03,0.8889709892075165,1.192,0.2,3.252,267.1885939716725
1958-06-04,0.8588365544330773,1.169,0.0,3.252,265.64246316668186
1958-06-05,0.8316681127981826,1.145,0.0,3.252,264.09943830531074
1958-06-06,0.8081036632844163,1.122,0.0,3.252,262.5597765537299
1958-06-07,0.788165932717603,1.1,0.0,3.252,261.0237049233976
1958-06-08,0.7718351349137152,1.089,3.3,3.252,259.5322200559665
1958-06-09,0.7762971093952022,1.09,6.4,3.252,260.6745265494202
1958-06-10,0.8289977006922362,1.111,11.0,3.252,265.4115038029071
1958-06-11,0.9504366993471808,1.4,15.0,3.252,272.867050847512
1958-06-12,1.1695913934822812,4.316,22.0,3.252,285.402700851949
1958-06-13,1.4529605037360622,5.125,19.0,3.252,294.08502515553613
1958-06-14,1.6771846483926904,1.235,3.0,3.252,288.5871425882779
1958-06-15,1.8064052037016645,1.235,3.0,3.252,284.32027380713873
1958-06-16,1.8791707975279885,1.549,9.0,3.252,285.98553845116976
1958-06-17,1.867944233649439,1.249,0.0,3.252,279.9539199253911
1958-06-18,1.8041213818045387,1.254,4.0,3.252,278.2043544281639
1958-06-19,1.7228120411022187,1.271,6.0,3.252,278.3452888985434
1958-06-20,1.7271273202560924,5.567,21.0,3.252,291.16015650386976
1958-06-21,1.7153149801882321,1.284,0.0,3.252,284.5483722788895
1958-06-22,1.6559768504978731,1.258,0.0,3.252,279.0019122423737
1958-06-23,1.5499555039557678,1.233,0.0,3.252,274.1772623239825
1958-06-24,1.4285297563292516,1.209,0.0,3.252,272.5787164152423
1958-06-25,1.3091538131714717,1.184,0.0,3.252,271.012532004568
1958-06-26,1.2005379900005309,1.161,0.0,3.252,269.44715921659065
1958-06-27,1.1062241948003462,1.138,0.0,3.252,267.8832265663787
1958-06-28,1.0268315028968245,1.115,0.0,3.252,266.32127669817464
1958-06-29,0.9614399794030759,1.093,0.0,3.252,264.7617790228646
1958-06-30,0.9084219384483863,1.071,0.0,3.252,263.20514046384943
1958-07-01,0.8659234852704029,1.049,0.0,3.252,261.65171459500203
1958-07-02,0.8321283732928395,1.033,1.2,3.252,260.10180941184154
1958-07-03,0.8053893019755425,1.012,0.0,3.252,258.5556939408876
1958-07-04,0.8021378541825742,1.012,6.4,3.252,259.68910889443885
1958-07-05,0.7931391091127744,0.994,0.7,3.252,256.0183968376582
1958-07-06,0.7817840095362806,0.974,0.0,3.252,254.48418923832637
1958-07-07,0.769987725288667,0.954,0.0,3.252,252.9543716146372
1958-07-08,0.7587569940843611,0.935,0.0,3.252,251.42911343833686
1958-07-09,0.7485536186003272,0.917,0.0,3.252,249.90856477516405
1958-07-10,0.7395243063287268,0.898,0.0,3.252,248.39285899265943
1958-07-11,0.7316435697474384,0.882,0.8,3.252,246.88211506526363
1958-07-12,0.7248006171283684,0.864,0.0,3.252,245.37643953706237
1958-07-13,0.7188505850129145,0.847,0.0,3.252,243.8759281934826
1958-07-14,0.713643404769,0.83,0.0,3.252,242.38066748555002
1958-07-15,0.7090389094620989,0.813,0.0,3.252,240.89073574377676
1958-07-16,0.7049136940240077,0.797,0.0,3.252,239.40620421318738
1958-07-17,0.7280961269820947,0.79,8.0,3.252,241.96249304961026
1958-07-18,0.7362081103092398,0.775,0.0,3.252,237.27205419760026
1958-07-19,0.7357703965543841,0.759,0.0,3.252,235.80293836020223
1958-07-20,0.7308041877689626,0.744,0.0,3.252,234.33917105241648
1958-07-21,0.8317768551748347,0.756,22.3,3.252,249.069853408673
1958-07-22,0.94501928320946,0.751,3.5,3.252,245.88795176567842
1958-07-23,1.0126882763877105,0.736,0.0,3.252,240.3329613329169
1958-07-24,1.0226851530411922,0.721,0.0,3.252,235.5425687075747
1958-07-25,1.0327226949887915,0.73,8.8,3.252,238.75093325189425
1958-07-26,1.0125364316386785,0.715,0.0,3.252,233.93788757525505
1958-07-27,0.9740647577850162,0.707,2.19,3.252,231.97371444856302
1958-07-28,0.9292522047058609,0.701,2.8,3.252,230.53610712919738
1958-07-29,0.8889428408803517,0.698,4.0,3.252,229.73853866728712
1958-07-30,0.892608303355213,0.715,10.29,3.252,234.21525758225636
1958-07-31,0.8860270066060499,0.701,0.0,3.252,229.25884850240257
1958-08-01,0.8640599229201525,0.687,0.0,3.252,226.57864179078658
1958-08-02,0.8358664372347723,0.682,3.0,3.252,225.1617163587546
1958-08-03,0.8222075228828721,0.687,6.0,3.252,226.08504767132612
1958-08-04,0.8246341738587455,0.693,5.5,3.252,226.3084748933269
1958-08-05,0.9337387043056605,1.561,22.0,3.252,240.42111899034091
1958-08-06,1.0333078178884105,0.731,0.5,3.252,234.49055580467447
1958-08-07,1.1341835366848698,0.767,9.6,3.252,237.28162243204832
1958-08-08,1.2139362172091277,0.784,5.5,3.252,236.33135226988935
1958-08-09,1.2814001524062801,0.816,8.0,3.252,237.7488155024785
1958-08-10,1.309287486461404,0.815,2.5,3.252,234.40185543934393
1958-08-11,1.3287579076937246,0.848,8.3,3.252,236.48308613252425
1958-08-12,1.3365561392413587,0.866,5.6,3.252,236.01747853179177
1958-08-13,1.3264652919604942,0.876,4.3,3.252,234.5507972159752
1958-08-14,1.3072133440924991,0.892,5.5,3.252,234.30681228763598
1958-08-15,1.3296483699834096,1.934,13.5,3.252,240.87769938310475
1958-08-16,1.3309954080913118,0.927,1.0,3.252,236.02088912513278
1958-08-17,1.3461901874551214,1.116,10.2,3.252,239.71007019614586
1958-08-18,1.326117849596324,0.953,0.0,3.252,234.286542972398
1958-08-19,1.2618259803260163,0.934,0.0,3.252,229.6003147170685
1958-08-20,1.1788685743658394,0.916,0.0,3.252,228.04721481666127
1958-08-21,1.09307833645975,0.897,0.0,3.252,226.6509434105638
1958-08-22,1.0127445400715498,0.879,0.0,3.252,225.25735824451033
1958-08-23,0.9416339352297165,0.872,2.2,3.252,223.86691039082996
1958-08-24,0.8809007934718202,0.857,0.5,3.252,222.47998685628298
1958-08-25,0.8302743268831154,0.844,1.0,3.252,221.09692003458937
1958-08-26,0.7887805417625184,0.827,0.0,3.252,219.71799574386534
1958-08-27,0.9284504569127794,3.931,33.8,3.252,244.30639771965429
1958-08-28,1.1321121860959946,1.356,10.1,3.252,245.64559923306336
1958-08-29,1.2830269619780243,0.904,0.0,3.252,238.70446528523092
1958-08-30,1.4377543770297012,3.268,15.8,3.252,246.42438911949844
1958-08-31,1.5214099373208805,0.931,0.0,3.252,239.94213364300737
1958-09-01,1.5210741647279826,0.912,0.0,3.252,234.54212278513324
1958-09-02,1.4501885478626737,0.894,0.0,3.252,229.8757030815728
1958-09-03,1.3479744314848678,0.876,0.0,3.252,228.35883555094364
1958-09-04,1.2380768805642688,0.859,0.0,3.252,226.97520940519502
1958-09-05,1.1867558708214223,1.11,12.7,3.252,233.62330032354382
1958-09-06,1.1337445897316603,0.888,0.0,3.252,228.51775250867624
1958-09-07,1.0662816280522889,0.87,0.0,3.252,225.006226599691
1958-09-08,1.006774675972952,0.879,5.0,3.252,225.1148622524458
1958-09-09,0.9461698733384664,0.87,1.6,3.252,222.5564755232898
1958-09-10,0.9922079645198472,3.146,21.3,3.252,236.52441586865382
1958-09-11,1.1315661831288057,3.457,16.6,3.252,244.66334243184656
1958-09-12,1.2856571028327006,1.004,7.7,3.252,244.47124969214423
1958-09-13,1.376489758534859,0.984,0.0,3.252,238.11902569614904
1958-09-14,1.4472032935029875,1.609,10.4,3.252,241.64896853443622
1958-09-15,1.503261340990225,1.072,8.299,3.252,243.04134620602719
1958-09-16,1.5011653769276492,1.05,0.0,3.252,237.35454455966172
1958-09-17,1.4383310863678567,1.029,0.0,3.252,232.49432715886533
1958-09-18,1.3411220706672144,1.009,0.0,3.252,230.09419774006156
1958-09-19,1.2385219189699157,1.013,4.0,3.252,229.34785236937222
1958-09-20,1.1562866160872312,1.03,6.101,3.252,230.31248909075953
1958-09-21,1.11131837895932,1.058,7.899,3.252,232.5415929654994
1958-09-22,1.0862438646270165,1.069,5.0,3.252,231.9455457149532
1958-09-23,1.0470679455115919,1.052,0.7,3.252,227.74534784366693
1958-09-24,0.9935702455014944,1.031,0.0,3.252,225.14641963336734
1958-09-25,0.9370326305532622,1.011,0.0,3.252,223.77407424447802
1958-09-26,0.8834436405266878,1.006,3.0,3.252,222.40479063678498
1958-09-27,0.8356044729527135,0.986,0.0,3.252,221.03892538189595
1958-09-28,0.8196945034471238,1.002,7.7,3.252,223.45716875118734
1958-09-29,0.7960210025196762,0.982,0.0,3.252,219.08537971914325
1958-09-30,0.7701712008775667,0.962,0.0,3.252,217.73036784263041
1958-10-01,0.7451642771079116,0.951,2.0,3.252,216.37950892951147
1958-10-02,0.7403209042776884,0.959,6.4,3.252,217.70851626515577
1958-10-03,0.7281525534357872,0.939,0.0,3.252,214.2337056008966
1958-10-04,0.713070964999553,0.923,0.5,3.252,212.8956821791324
1958-10-05,0.7018015651176116,0.919,4.0,3.252,212.19803577172036
1958-10-06,0.6889779361122396,0.903,0.5,3.252,210.362660839162
1958-10-07,0.8268171625212593,3.061,29.8,3.252,231.60212357480438
1958-10-08,0.9757035528310869,0.945,2.2,3.252,226.68549417268218
1958-10-09,1.0731657415995064,0.931,0.8,3.252,221.55709125293734
