date,Q_sim_m3s,Q_obs_m3s,P_mm,Period
1966-11-03,1.002454616627047,1.348,0.0,Calibration
1966-11-04,6.46740254862798,1.375,8.0,Calibration
1966-11-05,16.120023499808248,4.635,18.5,Calibration
1966-11-06,6.3563225358828905,1.43,5.7,Calibration
1966-11-07,1.4724602436320557,1.401,0.0,Calibration
1966-11-08,2.2309932757160933,1.396,3.0,Calibration
1966-11-09,1.0099895715470113,1.368,0.0,Calibration
1966-11-10,9.010733008613668,1.795,11.0,Calibration
1966-11-11,12.28189652554992,3.053,13.7,Calibration
1966-11-12,10.246385144485037,2.457,10.9,Calibration
1966-11-13,19.217798805718406,6.938,21.6,Calibration
1966-11-14,7.132962773197216,1.537,6.2,Calibration
1966-11-15,1.6335946173671765,1.514,0.8,Calibration
1966-11-16,0.9664580565209407,1.484,0.0,Calibration
1966-11-17,0.888496155986303,1.454,0.0,Calibration
1966-11-18,2.2033998625776348,1.446,3.0,Calibration
1966-11-19,1.5958307510935124,1.429,1.7,Calibration
1966-11-20,5.703837547380578,1.443,6.5,Calibration
1966-11-21,1.580325481249271,1.422,1.2,Calibration
1966-11-22,12.820716245110082,2.92,15.0,Calibration
1966-11-23,2.432952087336209,1.437,1.2,Calibration
1966-11-24,5.236815359120689,1.449,6.0,Calibration
1966-11-25,17.68486031444304,5.198,20.5,Calibration
1966-11-26,17.875728882861,5.995,19.0,Calibration
1966-11-27,10.969372282367116,3.258,11.0,Calibration
1966-11-28,6.268080054126408,1.58,6.4,Calibration
1966-11-29,8.759849186799082,2.797,10.0,Calibration
1966-11-30,5.326775642513421,1.629,5.5,Calibration
1966-12-01,1.4474169679696514,1.596,0.0,Calibration
1966-12-02,0.9802775074451074,1.565,0.0,Calibration
1966-12-03,2.23032934418509,1.556,3.0,Calibration
1966-12-04,7.374000376540925,1.585,8.5,Calibration
1966-12-05,4.383705016786949,1.586,4.5,Calibration
1966-12-06,8.149857192541011,1.803,9.5,Calibration
1966-12-07,10.316817537364567,2.707,11.5,Calibration
1966-12-08,6.183725029927709,1.667,6.3,Calibration
1966-12-09,1.8486326554888237,1.646,1.6,Calibration
1966-12-10,3.9237296775320814,1.645,4.3,Calibration
1966-12-11,7.371441782104039,1.674,8.6,Calibration
1966-12-12,3.181253453576654,1.664,3.2,Calibration
1966-12-13,1.2057802582819004,1.63,0.0,Calibration
1966-12-14,0.9631954050330479,1.598,0.0,Calibration
1966-12-15,0.9155389211034015,1.566,0.0,Calibration
1966-12-16,0.8806277438033584,1.534,0.0,Calibration
1966-12-17,2.216363693547359,1.519,3.0,Calibration
1966-12-18,1.2180214211987108,1.494,1.0,Calibration
1966-12-19,0.9338263401814033,1.467,0.5,Calibration
1966-12-20,0.7819451578146328,1.437,0.0,Calibration
1966-12-21,0.7336654063556236,1.408,0.0,Calibration
1966-12-22,0.697055144783365,1.38,0.0,Calibration
1966-12-23,4.7092464196861155,1.374,6.0,Calibration
1966-12-24,2.0493601605665064,1.355,2.4,Calibration
1966-12-25,1.1101183343741183,1.332,1.0,Calibration
1966-12-26,4.271900471302812,1.322,5.0,Calibration
1966-12-27,1.0679627249533397,1.296,0.0,Calibration
1966-12-28,3.870299874704807,1.287,5.0,Calibration
1966-12-29,11.8096090125294,1.311,14.0,Calibration
1966-12-30,1.9782850229477313,1.285,0.0,Calibration
1966-12-31,0.7517944658295928,1.259,0.0,Calibration
1967-01-01,0.6255426459164629,1.234,0.0,Calibration
1967-01-02,0.5969473668886092,1.209,0.0,Calibration
1967-01-03,0.573478375418409,1.185,0.0,Calibration
1967-01-04,0.5485980848902893,1.161,0.0,Calibration
1967-01-05,0.5226035341102918,1.138,0.0,Calibration
1967-01-06,0.49611850799750884,1.115,0.0,Calibration
1967-01-07,0.4696372924521447,1.093,0.0,Calibration
1967-01-08,0.44352567861903863,1.071,0.0,Calibration
1967-01-09,0.4180480738982651,1.05,0.0,Calibration
1967-01-10,0.39339056283346246,1.029,0.0,Calibration
1967-01-11,0.3696790469439328,1.008,0.0,Calibration
1967-01-12,1.9093382422132206,0.992,3.0,Calibration
1967-01-13,0.5386438894167122,0.972,0.0,Calibration
1967-01-14,0.3492554504178118,0.953,0.0,Calibration
1967-01-15,0.31818757554702637,0.934,0.0,Calibration
1967-01-16,0.301486042214674,0.915,0.0,Calibration
1967-01-17,0.2857940798600067,0.897,0.0,Calibration
1967-01-18,0.9956704734785333,0.881,2.0,Calibration
1967-01-19,0.7572232735136546,0.864,1.0,Calibration
1967-01-20,2.4079838468515913,0.849,3.0,Calibration
1967-01-21,0.5364732653026907,0.832,0.0,Calibration
1967-01-22,0.30141810237855493,0.816,0.0,Calibration
1967-01-23,0.677021828656241,0.8,1.5,Calibration
1967-01-24,1.8617858542618457,0.786,2.5,Calibration
1967-01-25,0.4821683927613606,0.771,0.0,Calibration
1967-01-26,0.3029571078740977,0.755,0.0,Calibration
1967-01-27,0.2811855470123901,0.74,0.0,Calibration
1967-01-28,0.9842150901428293,0.726,2.0,Calibration
1967-01-29,26.55818319408638,0.731,31.1,Calibration
1967-01-30,5.956442487829046,0.728,4.0,Calibration
1967-01-31,27.42146358965915,2.696,32.0,Calibration
1967-02-01,3.6405018722822486,0.763,0.0,Calibration
1967-02-02,12.395788002895646,2.136,15.0,Calibration
1967-02-03,6.73934650844087,0.845,7.0,Calibration
1967-02-04,6.876922705968004,0.884,8.0,Calibration
1967-02-05,1.2703636233401863,0.867,0.0,Calibration
1967-02-06,3.7949767844295375,0.883,5.0,Calibration
1967-02-07,0.9490009941506059,0.865,0.0,Calibration
1967-02-08,0.5955674114378515,0.848,0.0,Calibration
1967-02-09,0.5563907622673582,0.831,0.0,Calibration
1967-02-10,0.5411281839159365,0.814,0.0,Calibration
1967-02-11,0.6086385518297331,0.802,0.8,Calibration
1967-02-12,0.5221649499219928,0.786,0.0,Calibration
1967-02-13,0.4902548127899749,0.77,0.0,Calibration
1967-02-14,0.4676122011590521,0.755,0.0,Calibration
1967-02-15,0.4452033270012428,0.74,0.0,Calibration
1967-02-16,0.6639792347454367,0.729,1.2,Calibration
1967-02-17,0.45856785136382705,0.714,0.0,Calibration
1967-02-18,0.39484379746384873,0.7,0.0,Calibration
1967-02-19,1.0822893865579295,0.691,2.0,Calibration
1967-02-20,1.972654067932891,0.684,2.5,Calibration
1967-02-21,12.976616435846196,0.71,15.5,Calibration
1967-02-22,1.9106969943147476,0.695,0.0,Calibration
1967-02-23,0.5307980610464986,0.681,0.0,Calibration
1967-02-24,4.8254479624441,0.689,6.4,Calibration
1967-02-25,2.6242008501578336,0.686,3.2,Calibration
1967-02-26,0.6744125422758547,0.672,0.0,Calibration
1967-02-27,0.4445602163057065,0.659,0.0,Calibration
1967-02-28,6.339572043561454,0.67,8.2,Calibration
1967-03-01,2.0889468305929433,0.666,2.4,Calibration
1967-03-02,0.9533711670301583,0.656,1.0,Calibration
1967-03-03,0.52527180873035,0.643,0.0,Calibration
1967-03-04,0.45349801068388607,0.63,0.0,Calibration
1967-03-05,8.305182497845152,0.646,10.5,Calibration
1967-03-06,1.4049924596773087,0.633,0.0,Calibration
1967-03-07,0.536266295402584,0.62,0.0,Calibration
1967-03-08,14.763772709289366,0.661,18.0,Calibration
1967-03-09,2.1934574742428845,0.648,0.0,Calibration
1967-03-10,7.1924425063626165,0.672,9.0,Calibration
1967-03-11,1.2879615087706415,0.659,0.0,Calibration
1967-03-12,0.5521081826689964,0.645,0.0,Calibration
1967-03-13,0.4763332417485716,0.633,0.0,Calibration
1967-03-14,10.032027710492166,0.666,12.5,Calibration
1967-03-15,15.053472334730678,1.427,17.0,Calibration
1967-03-16,5.684126733517756,0.734,5.3,Calibration
1967-03-17,1.1041248291101724,0.72,0.0,Calibration
1967-03-18,1.569964576341421,0.719,2.5,Calibration
1967-03-19,0.6777474609792427,0.705,0.0,Calibration
1967-03-20,0.5508833487825946,0.691,0.0,Calibration
1967-03-21,0.5275187458206629,0.677,0.0,Calibration
1967-03-22,0.5103842223460793,0.663,0.0,Calibration
1967-03-23,1.022525278793997,0.657,1.8,Calibration
1967-03-24,0.9064737994321961,0.648,1.0,Calibration
1967-03-25,0.5439682709446211,0.635,0.0,Calibration
1967-03-26,3.4620885501342666,0.637,4.5,Calibration
1967-03-27,0.825290664678289,0.624,0.0,Calibration
1967-03-28,0.48521199508227625,0.611,0.0,Calibration
1967-03-29,0.4404539513590317,0.599,0.0,Calibration
1967-03-30,0.42112638402837527,0.587,0.0,Calibration
1967-03-31,1.08883882450736,0.58,2.0,Calibration
1967-04-01,1.3733663466669792,0.573,1.8,Calibration
1967-04-02,0.5348074782417281,0.561,0.0,Calibration
1967-04-03,0.3986167934050691,0.55,0.0,Calibration
1967-04-04,8.288087331195111,0.559,10.5,Calibration
1967-04-05,1.3733387351233086,0.549,0.5,Calibration
1967-04-06,0.47651533872208796,0.538,0.0,Calibration
1967-04-07,9.998055666533217,0.555,12.5,Calibration
1967-04-08,1.561510834317789,0.544,0.0,Calibration
1967-04-09,0.5318858449137553,0.534,0.5,Calibration
1967-04-10,5.734157343342621,0.543,7.3,Calibration
1967-04-11,1.2789085551845187,0.536,1.2,Calibration
1967-04-12,23.437235674862677,1.477,27.5,Calibration
1967-04-13,7.769037143997807,0.616,6.6,Calibration
1967-04-14,49.77219773020256,14.299,57.1,Calibration
1967-04-15,14.238280324558211,3.653,10.5,Calibration
1967-04-16,2.0528246367769136,0.705,0.0,Calibration
1967-04-17,3.488668102793803,0.738,4.5,Calibration
1967-04-18,1.5415935343700478,0.743,2.0,Calibration
1967-04-19,17.10925952633804,6.935,20.0,Calibration
1967-04-20,10.0516982342031,2.618,10.1,Calibration
1967-04-21,2.151839665325265,0.84,1.7,Calibration
1967-04-22,1.462353991492313,0.838,1.6,Calibration
1967-04-23,2.148128143696294,0.843,2.5,Calibration
1967-04-24,0.8884294702444582,0.826,0.0,Calibration
1967-04-25,0.7225929626773082,0.81,0.0,Calibration
1967-04-26,23.61535828171823,7.558,28.0,Calibration
1967-04-27,4.258723392213553,0.862,2.3,Calibration
1967-04-28,9.470168484904335,2.308,10.79,Calibration
1967-04-29,20.99358563649959,8.088,23.8,Calibration
1967-04-30,3.173065007451581,0.939,0.3,Calibration
1967-05-01,17.41018129136812,7.112,20.6,Calibration
1967-05-02,2.780297620496956,0.965,0.0,Calibration
1967-05-03,0.9504223442940931,0.945,0.0,Calibration
1967-05-04,0.7671693542428056,0.926,0.0,Calibration
1967-05-05,0.7311048699958685,0.908,0.0,Calibration
1967-05-06,2.627871403435197,0.915,3.5,Calibration
1967-05-07,2.1540036867128753,0.916,2.7,Calibration
1967-05-08,18.019114911108403,4.868,21.0,Calibration
1967-05-09,8.01730469642865,1.004,7.5,Calibration
1967-05-10,11.16543397779202,2.994,12.7,Calibration
1967-05-11,13.13332283114534,4.031,14.5,Calibration
1967-05-12,4.546729266278391,1.106,4.0,Calibration
1967-05-13,1.4815528733897692,1.096,1.5,Calibration
1967-05-14,56.165613633360415,25.986,64.5,Calibration
1967-05-15,7.525092996345565,1.116,0.0,Calibration
1967-05-16,8.722927994963754,3.574,10.0,Calibration
1967-05-17,10.752434518337692,4.47,12.0,Calibration
1967-05-18,3.8175157495580256,1.212,3.5,Calibration
1967-05-19,32.90844700132263,16.983,38.0,Calibration
1967-05-20,14.996702985433638,5.653,13.5,Calibration
1967-05-21,2.5211770924881045,1.266,0.0,Calibration
1967-05-22,1.5902032435761009,1.261,2.0,Calibration
1967-05-23,2.1094091403365702,1.258,2.3,Calibration
1967-05-24,24.24987153038268,10.752,28.0,Calibration
1967-05-25,4.267442492173584,1.291,2.0,Calibration
1967-05-26,1.249883355986061,1.266,0.0,Calibration
1967-05-27,0.9347129375715835,1.24,0.0,Calibration
1967-05-28,6.498462449741006,1.402,8.0,Calibration
1967-05-29,12.011373945512581,3.806,13.7,Calibration
1967-05-30,15.061496980317317,5.336,16.5,Calibration
1967-05-31,12.051335693947268,3.985,12.6,Calibration
1967-06-01,17.198502563940398,7.089,19.0,Calibration
1967-06-02,14.381691364410745,5.614,15.0,Calibration
1967-06-03,34.83698739000122,17.599,38.9,Calibration
1967-06-04,5.052552309339239,1.471,0.0,Calibration
1967-06-05,13.993443652555582,6.864,16.3,Calibration
1967-06-06,2.607441561126403,1.484,0.8,Calibration
1967-06-07,5.8580585611380815,1.641,6.8,Calibration
1967-06-08,1.591859413043374,1.489,0.0,Calibration
1967-06-09,9.576185505398614,3.4,11.5,Calibration
1967-06-10,15.191258620254988,5.936,16.9,Calibration
1967-06-11,2.6893382073834156,1.526,0.0,Calibration
1967-06-12,1.1377969267006762,1.496,0.0,Calibration
1967-06-13,0.9699365056780594,1.466,0.0,Calibration
1967-06-14,2.1670797742265964,1.458,2.9,Calibration
1967-06-15,3.6004895282745046,1.458,3.9,Calibration
1967-06-16,3.2655088576497047,1.455,3.7,Calibration
1967-06-17,1.2226595271572167,1.431,0.8,Calibration
1967-06-18,10.992864635770445,2.443,13.0,Calibration
1967-06-19,2.249280364768821,1.446,1.2,Calibration
1967-06-20,0.9795772891428053,1.417,0.0,Calibration
1967-06-21,0.8329317711730293,1.389,0.0,Calibration
1967-06-22,0.7919370475598684,1.361,0.0,Calibration
1967-06-23,1.0796939548681979,1.342,1.5,Calibration
1967-06-24,0.7809407162580115,1.315,0.0,Calibration
1967-06-25,0.7025514137426561,1.289,0.0,Calibration
1967-06-26,12.34984739845492,1.35,15.0,Calibration
1967-06-27,2.0760349297065264,1.301,0.0,Calibration
1967-06-28,1.107576143750558,1.282,1.5,Calibration
1967-06-29,0.6920833430770732,1.257,0.0,Calibration
1967-06-30,7.457865658349255,1.273,9.2,Calibration
1967-07-01,2.863856263658444,1.262,3.0,Calibration
1967-07-02,1.0227247407620108,1.241,0.8,Calibration
1967-07-03,0.6486639194686441,1.216,0.0,Calibration
1967-07-04,0.6928687502080073,1.195,0.8,Calibration
1967-07-05,4.655700049962552,1.194,5.7,Calibration
1967-07-06,1.6923007429086316,1.178,2.0,Calibration
1967-07-07,0.7104962023506487,1.155,0.0,Calibration
1967-07-08,1.7058091683005485,1.141,2.5,Calibration
1967-07-09,2.3459982399690134,1.128,2.8,Calibration
1967-07-10,0.7723247691127901,1.106,0.0,Calibration
1967-07-11,1.5746771300409275,1.092,2.5,Calibration
1967-07-12,1.2639081878124487,1.075,1.5,Calibration
1967-07-13,9.9068176584522,1.09,11.7,Calibration
1967-07-14,6.293817110003719,1.095,6.7,Calibration
1967-07-15,5.249026988521326,1.1,6.0,Calibration
1967-07-16,7.229950605062593,1.116,8.5,Calibration
1967-07-17,1.4198693326571727,1.094,0.0,Calibration
1967-07-18,0.7087756415530464,1.072,0.0,Calibration
1967-07-19,0.7603452220950179,1.055,1.0,Calibration
1967-07-20,2.2012689096952287,1.045,2.8,Calibration
1967-07-21,0.8103998639983843,1.024,0.0,Calibration
1967-07-22,2.8798989611578425,1.018,3.8,Calibration
1967-07-23,0.8819431304192479,0.997,0.0,Calibration
1967-07-24,0.6187159991047125,0.977,0.0,Calibration
1967-07-25,0.5765805784830715,0.958,0.0,Calibration
1967-07-26,0.5524179445841045,0.939,0.0,Calibration
1967-07-27,0.5281118191986878,0.92,0.0,Calibration
1967-07-28,1.1687383049228397,0.906,2.0,Calibration
1967-07-29,0.9331670562513703,0.891,1.0,Calibration
1967-07-30,0.5519767280066604,0.873,0.0,Calibration
1967-07-31,0.4667931817448307,0.855,0.0,Calibration
1967-08-01,0.43993843416811546,0.838,0.0,Calibration
1967-08-02,0.4183964746973545,0.821,0.0,Calibration
1967-08-03,11.90242141108277,0.827,14.7,Calibration
1967-08-04,1.8006548306012276,0.811,0.0,Calibration
1967-08-05,0.5279970076364618,0.794,0.0,Calibration
1967-08-06,0.399618079028616,0.779,0.0,Calibration
1967-08-07,0.478692629826748,0.765,0.8,Calibration
1967-08-08,8.983625600949804,0.77,11.0,Calibration
1967-08-09,1.7932034422427368,0.758,1.5,Calibration
1967-08-10,9.405394628328143,0.772,11.2,Calibration
1967-08-11,1.5818299788071264,0.759,0.8,Calibration
1967-08-12,0.5297664627147037,0.744,0.0,Calibration
1967-08-13,1.5212918622171994,0.736,2.5,Calibration
1967-08-14,8.683598396298777,0.751,10.4,Calibration
1967-08-15,1.463877058003056,0.738,0.5,Calibration
1967-08-16,1.6991103712389692,0.732,2.5,Calibration
1967-08-17,0.61875730455289,0.717,0.0,Calibration
1967-08-18,1.5915437613205379,0.711,2.5,Calibration
1967-08-19,1.9799490921063243,0.704,2.5,Calibration
1967-08-20,5.309893463034591,0.709,6.4,Calibration
1967-08-21,4.291319925099127,0.711,5.0,Calibration
1967-08-22,8.338850705985674,0.732,10.0,Calibration
1967-08-23,1.483945929145039,0.718,0.0,Calibration
1967-08-24,0.6417774241873712,0.703,0.0,Calibration
1967-08-25,3.13032755355822,0.704,4.2,Calibration
1967-08-26,0.8754426447745154,0.69,0.0,Calibration
1967-08-27,0.662539830044319,0.679,0.8,Calibration
1967-08-28,1.8077307009930725,0.673,2.5,Calibration
1967-08-29,25.550280063677697,2.154,29.79,Calibration
1967-08-30,28.007720214150453,6.694,29.7,Calibration
1967-08-31,6.19857280225824,0.793,4.0,Calibration
1967-09-01,6.850287788356393,0.929,8.0,Calibration
1967-09-02,2.3164284763211866,0.845,2.5,Calibration
1967-09-03,1.234922869523323,0.838,1.2,Calibration
1967-09-04,0.9576351784194729,0.827,0.8,Calibration
1967-09-05,0.7239889007974492,0.811,0.0,Calibration
1967-09-06,3.7590803164514215,0.825,4.8,Calibration
1967-09-07,21.08986649777937,5.525,24.7,Calibration
1967-09-08,21.95283230150874,7.283,23.3,Calibration
1967-09-09,9.34148628869442,1.778,8.6,Calibration
1967-09-10,8.670852331060885,2.221,9.6,Calibration
1967-09-11,2.449739227653922,1.012,2.3,Calibration
1967-09-12,27.03999006928056,11.372,31.2,Calibration
1967-09-13,10.244837846862792,2.385,8.8,Calibration
1967-09-14,12.574033834774534,4.886,14.0,Calibration
1967-09-15,2.279894714295721,1.119,0.0,Calibration
1967-09-16,1.0632709389159556,1.104,0.8,Calibration
1967-09-17,0.899732026100354,1.082,0.0,Calibration
1967-09-18,6.895608514724139,1.353,8.5,Calibration
1967-09-19,1.5922333194368548,1.102,0.0,Calibration
1967-09-20,0.9079424329499131,1.08,0.0,Calibration
1967-09-21,0.8188934133886002,1.058,0.0,Calibration
1967-09-22,0.7817445322891777,1.037,0.0,Calibration
1967-09-23,0.7467324401104314,1.017,0.0,Calibration
1967-09-24,0.7107660686968076,0.996,0.0,Calibration
1967-09-25,0.6743603223204199,0.976,0.0,Calibration
1967-09-26,0.6381137209976045,0.957,0.0,Calibration
1967-09-27,4.5053522481807935,0.963,5.8,Calibration
1967-09-28,1.576080064915593,0.952,1.8,Calibration
1967-09-29,4.733027199675958,0.958,5.5,Calibration
1967-09-30,7.204184646289545,0.978,8.5,Calibration
1967-10-01,8.926240895200612,1.01,10.2,Calibration
1967-10-02,3.1898338807478472,1.008,3.2,Calibration
1967-10-03,0.9186502803901633,0.988,0.0,Calibration
1967-10-04,0.6588507771192732,0.968,0.0,Calibration
1967-10-05,0.6234322413792517,0.949,0.0,Calibration
1967-10-06,0.6033737475244956,0.93,0.0,Calibration
1967-10-07,3.0125652422269993,0.927,4.0,Calibration
1967-10-08,14.279866963339831,1.214,17.0,Calibration
1967-10-09,2.245614884356401,0.953,0.0,Calibration
1967-10-10,0.7398649832111688,0.934,0.0,Calibration
1967-10-11,0.5879507780964873,0.916,0.0,Calibration
1967-10-12,0.5578226317779268,0.897,0.0,Calibration
1967-10-13,0.5351636091577687,0.879,0.0,Calibration
1967-10-14,0.5115335113535225,0.862,0.0,Calibration
1967-10-15,0.5816139247886984,0.847,0.8,Calibration
1967-10-16,0.4848661860754804,0.83,0.0,Calibration
1967-10-17,22.86355283519697,1.579,27.2,Calibration
1967-10-18,3.1705256718431576,0.861,0.0,Calibration
1967-10-19,1.3594841865257705,0.854,2.0,Calibration
1967-10-20,0.5757039805358274,0.837,0.0,Calibration
1967-10-21,0.4522123811693482,0.82,0.0,Calibration
1967-10-22,0.427103316074953,0.803,0.0,Calibration
1967-10-23,3.697018631794241,0.807,5.0,Calibration
1967-10-24,5.314543478290351,0.817,6.5,Calibration
1967-10-25,1.5374225226626108,0.808,1.8,Calibration
1967-10-26,7.132041105874625,0.828,8.5,Calibration
1967-10-27,2.717942663243465,0.825,3.0,Calibration
1967-10-28,7.9635716766820535,0.852,9.5,Calibration
1967-10-29,17.13345917920795,2.751,19.7,Calibration
1967-10-30,23.448853650042132,6.379,25.7,Calibration
1967-10-31,10.633252206747407,2.063,10.0,Calibration
1967-11-01,3.30663087518132,0.999,3.2,Calibration
1967-11-02,1.1571478642678057,0.987,1.0,Calibration
1967-11-03,0.7413612138738732,0.968,0.0,Calibration
1967-11-04,30.626620751010513,10.784,36.0,Calibration
1967-11-05,4.896868398104182,1.012,2.0,Calibration
1967-11-06,1.1286734258069764,0.992,0.0,Calibration
1967-11-07,6.4809317243243925,1.291,8.0,Calibration
1967-11-08,1.5957676903634233,1.026,1.2,Calibration
1967-11-09,5.270747772958606,1.056,6.199,Calibration
1967-11-10,1.2798065324762555,1.035,0.0,Calibration
1967-11-11,0.7711388792433103,1.014,0.0,Calibration
1967-11-12,3.088291273848242,1.021,4.0,Calibration
1967-11-13,2.3742125698503265,1.021,3.0,Calibration
1967-11-14,0.8935714594745896,1.001,0.0,Calibration
1967-11-15,21.908891010075962,5.644,26.0,Calibration
1967-11-16,4.201828390868963,1.044,2.5,Calibration
1967-11-17,1.0547555612929522,1.023,0.0,Calibration
1967-11-18,1.7512674125393932,1.021,2.5,Calibration
1967-11-19,14.808062923231146,3.774,17.3,Calibration
1967-11-20,5.887863980333557,1.086,5.4,Calibration
1967-11-21,3.956881432451788,1.098,4.4,Calibration
1967-11-22,1.1056323209794585,1.076,0.0,Calibration
1967-11-23,0.7591262725070699,1.055,0.0,Calibration
1967-11-24,0.7123158696065031,1.034,0.0,Calibration
1967-11-25,7.378133800288218,1.068,9.2,Calibration
1967-11-26,17.543630976275118,4.318,20.1,Calibration
1967-11-27,8.35920592305155,1.151,8.0,Calibration
1967-11-28,2.757710755239893,1.15,2.8,Calibration
1967-11-29,0.9604080625023341,1.127,0.0,Calibration
1967-11-30,0.7519590624984095,1.105,0.0,Calibration
1967-12-01,0.9033295488637483,1.09,1.2,Calibration
1967-12-02,0.7265135910304599,1.068,0.0,Calibration
1967-12-03,0.677734930445002,1.047,0.0,Calibration
1967-12-04,0.6481369275153201,1.026,0.0,Calibration
1967-12-05,0.618850743055128,1.006,0.0,Calibration
1967-12-06,2.2573328860206074,1.0,3.2,Calibration
1967-12-07,0.7790380572185045,0.98,0.0,Calibration
1967-12-08,24.269290269402198,3.633,28.8,Calibration
1967-12-09,10.401525956875671,1.114,9.5,Calibration
1967-12-10,1.6902502612487935,1.047,0.0,Calibration
1967-12-11,2.3059507711713256,1.047,3.2,Calibration
1967-12-12,0.7930195044119881,1.026,0.0,Calibration
1967-12-13,0.597159443890428,1.006,0.0,Calibration
1967-12-14,0.5640526858131772,0.986,0.0,Calibration
1967-12-15,3.3833510908298323,0.989,4.5,Calibration
1967-12-16,0.8875104083329206,0.969,0.0,Calibration
1967-12-17,0.5611318677663839,0.95,0.0,Calibration
1967-12-18,0.5138166906618848,0.931,0.0,Calibration
1967-12-19,0.4904927410757268,0.912,0.0,Calibration
1967-12-20,0.8421183633887723,0.9,1.5,Calibration
1967-12-21,37.9610389470286,5.536,44.0,Calibration
1967-12-22,12.850369587196496,2.256,10.5,Calibration
1967-12-23,26.64222570268256,10.85,30.09,Calibration
1967-12-24,6.359222864187776,1.06,4.4,Calibration
1967-12-25,24.705597269816366,11.761,28.7,Calibration
1967-12-26,3.5146050732524365,1.081,0.0,Calibration
1967-12-27,0.8902843589455633,1.059,0.0,Calibration
1967-12-28,0.6471074874770925,1.038,0.0,Calibration
1967-12-29,0.6171884330668049,1.017,0.0,Calibration
1967-12-30,0.5994505810994437,0.997,0.0,Calibration
1967-12-31,0.5790034112029001,0.977,0.0,Calibration
1968-01-01,0.5559327375704766,0.958,0.0,Calibration
1968-01-02,0.5311813821762175,0.939,0.0,Calibration
1968-01-03,0.5055280085293518,0.92,0.0,Calibration
1968-01-04,0.4795625737231747,0.901,0.0,Calibration
1968-01-05,0.4537241269490219,0.883,0.0,Calibration
1968-01-06,0.4283344385826606,0.866,0.0,Calibration
1968-01-07,1.482488834208586,0.859,2.5,Calibration
1968-01-08,0.5465278017280892,0.842,0.0,Calibration
1968-01-09,0.39447620731179656,0.825,0.0,Calibration
1968-01-10,0.36350638610636865,0.809,0.0,Calibration
1968-01-11,0.5188860454030311,0.796,1.0,Calibration
1968-01-12,26.20264761743932,2.38,30.8,Calibration
1968-01-13,8.826760098215692,0.874,7.5,Calibration
1968-01-14,1.3125654425687987,0.857,0.0,Calibration
1968-01-15,0.560882848171693,0.844,0.8,Calibration
1968-01-16,0.4120165534560279,0.827,0.0,Calibration
1968-01-17,0.3850144862333573,0.811,0.0,Calibration
1968-01-18,0.37321828919949795,0.795,0.0,Calibration
1968-01-19,0.3606038982956077,0.779,0.0,Calibration
1968-01-20,0.34636451500160176,0.763,0.0,Calibration
1968-01-21,3.2387750938233064,0.765,4.5,Calibration
1968-01-22,23.033545368762933,2.857,27.2,Calibration
1968-01-23,14.220159703892401,2.301,14.3,Calibration
1968-01-24,20.18569882156933,5.923,22.5,Calibration
1968-01-25,2.7971546186083054,0.891,0.0,Calibration
1968-01-26,0.6820352244535612,0.873,0.0,Calibration
1968-01-27,0.49138212659879005,0.856,0.0,Calibration
1968-01-28,8.572265775368475,1.457,10.8,Calibration
1968-01-29,1.4710796711424954,0.885,0.0,Calibration
1968-01-30,13.134744824465114,3.207,16.0,Calibration
1968-01-31,2.041246200610552,0.913,0.0,Calibration
1968-02-01,42.30110390978987,15.522,49.3,Calibration
1968-02-02,5.597854122956216,0.94,0.0,Calibration
1968-02-03,1.0107110835912334,0.921,0.0,Calibration
1968-02-04,0.5832106675473034,0.903,0.0,Calibration
1968-02-05,0.5364982053731894,0.885,0.0,Calibration
1968-02-06,0.5171900591720819,0.867,0.0,Calibration
1968-02-07,0.4974799597729631,0.85,0.0,Calibration
1968-02-08,0.4761507231977131,0.833,0.0,Calibration
1968-02-09,0.45380520917707046,0.816,0.0,Calibration
1968-02-10,1.494310130723374,0.815,2.5,Calibration
1968-02-11,0.5712229080842257,0.799,0.0,Calibration
1968-02-12,0.42231222771200433,0.783,0.0,Calibration
1968-02-13,0.3917423837640335,0.767,0.0,Calibration
1968-02-14,0.37207325645467526,0.752,0.0,Calibration
1968-02-15,0.35306491714578736,0.737,0.0,Calibration
1968-02-16,1.4287808453872373,0.733,2.5,Calibration
1968-02-17,0.48615073989890095,0.718,0.0,Calibration
1968-02-18,2.5791523940701517,0.716,3.5,Calibration
1968-02-19,4.467520035023038,0.723,5.7,Calibration
1968-02-20,3.310594475158576,0.724,4.0,Calibration
1968-02-21,4.9567670656630956,0.735,6.2,Calibration
1968-02-22,0.9476593644813975,0.72,0.0,Calibration
1968-02-23,0.4608301797127582,0.706,0.0,Calibration
1968-02-24,0.41455925809166366,0.692,0.0,Calibration
1968-02-25,0.49848890020361636,0.68,0.8,Calibration
1968-02-26,0.9609798304802168,0.672,1.5,Calibration
1968-02-27,0.4932375768240703,0.658,0.0,Calibration
1968-02-28,0.3984185838479679,0.645,0.0,Calibration
1968-02-29,0.37703264072757714,0.632,0.0,Calibration
1968-03-01,0.3619261146721043,0.619,0.0,Calibration
1968-03-02,0.34625448896960564,0.607,0.0,Calibration
1968-03-03,0.32990615818084906,0.595,0.0,Calibration
1968-03-04,0.31324706512086314,0.583,0.0,Calibration
